time	theta_jn	ra	psi	phi_orb	mtotal_ref	mtotal	logw	logprior	logl	hrss	deltalogll1	deltaloglh1	deltalogl	dec	
1.11117845301898e+09	3.73959906084403e-02	5.72773637205719e+00	6.26972122023928e-01	2.61656285007979e-01	1.00000000000000e+02	2.34468207196915e+02	-3.92729265821410e+01	1.86612572216355e+02	-1.82918738701399e+03	5.27785191704910e-21	4.08973429091993e+01	8.51498832308118e+01	1.26753208245309e+02	5.34980244449374e-01	
1.11117845301529e+09	4.43608825934471e-01	4.99879345230850e+00	6.78930233751665e-01	4.10866449726461e+00	1.00000000000000e+02	2.24450899929509e+02	-3.93358044969469e+01	1.85628160297985e+02	-1.82918502138752e+03	6.29624373718879e-21	4.04266257892411e+01	8.67565134351566e+01	1.26755573871775e+02	8.61834335743957e-01	
1.11117845301602e+09	4.90183582304947e-01	5.10490617061132e+00	9.73116581577598e-01	4.50595437191098e+00	1.00000000000000e+02	2.28210150449606e+02	-3.91661324897233e+01	1.85647169790236e+02	-1.82918286791485e+03	6.06324085117687e-21	4.02737207254896e+01	8.60286232116483e+01	1.26757727344448e+02	9.63513750881670e-01	
1.11117845301774e+09	7.67652101668458e-01	5.05437412610588e+00	7.31714154374211e-01	3.90267518727928e+00	1.00000000000000e+02	2.24824647385622e+02	-3.85061710141406e+01	1.84625262586165e+02	-1.82918161626500e+03	7.91114506496993e-21	3.98392998688475e+01	8.60469978756851e+01	1.26758978994295e+02	9.33235369125414e-01	
1.11117845301347e+09	3.29085024774559e-01	5.03002596169253e+00	3.09033378651153e+00	3.46728195460638e-01	1.00000000000000e+02	2.37616080166001e+02	-4.01821490716302e+01	1.85296517675023e+02	-1.82918128727252e+03	6.95578015993360e-21	4.24509339014176e+01	8.43477939947810e+01	1.26759307986775e+02	8.00919305242353e-01	
1.11117845301803e+09	2.26747647180215e-01	5.42355174882405e+00	1.56502475875173e+00	4.85262099785239e+00	1.00000000000000e+02	2.37298456726679e+02	-3.93973621998445e+01	1.86321270465108e+02	-1.82918079958482e+03	5.12025976907009e-21	4.12854395231005e+01	8.51838727747710e+01	1.26759795674479e+02	9.64940553843057e-01	
1.11117845301339e+09	4.85304871431908e-01	5.00672287961317e+00	2.16305812054127e+00	2.78422194701750e+00	1.00000000000000e+02	2.39399548760340e+02	-3.96901710749076e+01	1.85249156271815e+02	-1.82918048859270e+03	6.76181315406562e-21	4.16519264274689e+01	8.56852663791085e+01	1.26760106666595e+02	9.36212935554175e-01	
1.11117845301777e+09	2.05868533081237e-01	5.63043392892571e+00	2.53337609965955e+00	2.42624594415353e+00	1.00000000000000e+02	2.41093427042337e+02	-4.00035254762021e+01	1.86752016072675e+02	-1.82917104850440e+03	4.99927811665672e-21	4.16297652710703e+01	8.54501017314745e+01	1.26769546754894e+02	6.49877403339913e-01	
1.11117845301882e+09	6.89656076075537e-01	5.71836549270078e+00	9.43653199785687e-01	3.07118481994598e+00	1.00000000000000e+02	2.25617736902731e+02	-3.99917868657120e+01	1.86041388787240e+02	-1.82916876820545e+03	6.29290092322406e-21	3.96989333030849e+01	8.72717305395742e+01	1.26771827053849e+02	1.89535214599375e-01	
1.11117845301627e+09	2.28445447165353e-01	5.07812975655675e+00	2.56900082693016e+00	3.01674925809807e+00	1.00000000000000e+02	2.31019215833413e+02	-3.84141113751062e+01	1.86140135454405e+02	-1.82916816339746e+03	5.20541305543631e-21	3.90859818485208e+01	8.62746689526288e+01	1.26772431861838e+02	1.03849043299772e+00	
1.11117845301882e+09	8.73592103493524e-01	5.76910700633652e+00	3.04844464312457e+00	2.23168877011724e+00	1.00000000000000e+02	2.25363355567866e+02	-3.94257973700847e+01	1.85184301026437e+02	-1.82916712619696e+03	7.77679247591219e-21	4.02386239900500e+01	8.60576560348438e+01	1.26773469062340e+02	2.36666334367782e-01	
1.11117845302099e+09	3.33611751054948e-01	5.68163144612408e+00	1.65765753213355e+00	3.99806974921354e+00	1.00000000000000e+02	2.25478674924387e+02	-3.77514570188086e+01	1.86951135828876e+02	-1.82916225441930e+03	4.88673995299564e-21	3.94767423235688e+01	8.68694192597405e+01	1.26778340839996e+02	4.79989132576629e-01	
1.11117845301755e+09	2.48254034620028e-01	5.53163551430028e+00	1.60837751359826e+00	4.79514027782863e+00	1.00000000000000e+02	2.34923144244607e+02	-4.00952277756965e+01	1.86519371593385e+02	-1.82915989660012e+03	5.20417547698090e-21	4.07127871752875e+01	8.64785092246866e+01	1.26780698659177e+02	7.36432665440563e-01	
1.11117845301349e+09	6.05869431952420e-02	4.84125755368370e+00	2.77905005546127e+00	4.41447613287570e-02	1.00000000000000e+02	2.33512667361393e+02	-3.86232781602302e+01	1.85652952789195e+02	-1.82915980055573e+03	6.27195945586007e-21	4.06802534309682e+01	8.64471930675521e+01	1.26780794703564e+02	8.53762058008833e-01	
1.11117845302109e+09	5.32351120363719e-01	5.73078622797752e+00	7.89572899451386e-01	3.47538746295758e+00	1.00000000000000e+02	2.29472803670109e+02	-3.78198181113002e+01	1.86661665874131e+02	-1.82915950651817e+03	5.09293461054106e-21	3.92776928196879e+01	8.49358490253344e+01	1.26781088741128e+02	6.70619798812176e-01	
1.11117845302148e+09	2.67161378436069e-01	5.43837335156009e+00	2.58270860119779e+00	5.34793000863763e+00	1.00000000000000e+02	2.24756620790901e+02	-3.78489792097853e+01	1.86376864389035e+02	-1.82915946015487e+03	5.11991937432388e-21	4.04600618883982e+01	8.37191342525133e+01	1.26781135104430e+02	9.24966856351844e-01	
1.11117845301776e+09	1.03564647810249e+00	5.68288319421987e+00	9.23586824704332e-01	7.19684885415852e-01	1.00000000000000e+02	2.41620646325500e+02	-3.95994049039890e+01	1.84683254030626e+02	-1.82915885965648e+03	8.53353942446254e-21	4.15572385171872e+01	8.59759456510927e+01	1.26781735602812e+02	5.47257323994590e-01	
1.11117845301122e+09	3.80139653545185e-01	4.70531951024417e+00	2.55214359102283e+00	3.07178708424395e+00	1.00000000000000e+02	2.27404631354999e+02	-3.53830959917632e+01	1.85418731531628e+02	-1.82915864574792e+03	6.83287496644364e-21	3.57624143919301e+01	8.29137679133801e+01	1.26781949511372e+02	7.48962327971850e-01	
1.11117845301771e+09	3.03671742595738e-01	5.11658017918557e+00	1.10183677620445e+00	4.42806010551047e+00	1.00000000000000e+02	2.32897937755274e+02	-3.61345648232536e+01	1.85960382715983e+02	-1.82915828182720e+03	5.43327116437278e-21	4.20415116659898e+01	7.95361941990830e+01	1.26782313432099e+02	1.04340072326262e+00	
1.11117845301366e+09	1.54468031254404e-02	4.70362953249676e+00	1.73304849254725e+00	5.54582394657479e+00	1.00000000000000e+02	2.29257615574436e+02	-3.91261590325598e+01	1.85791384629566e+02	-1.82915661849421e+03	5.83991487702319e-21	3.91854569046933e+01	8.71338047258741e+01	1.26783976765083e+02	9.67594382572614e-01	
1.11117845301414e+09	2.22600770673818e-01	4.96985261888592e+00	1.05783792268829e+00	1.62946839355601e+00	1.00000000000000e+02	2.37328602413686e+02	-4.00177620996167e+01	1.86008716426772e+02	-1.82915481825439e+03	5.61947833809713e-21	3.99595816123879e+01	8.67051611856353e+01	1.26785777004910e+02	9.21751166697112e-01	
1.11117845301738e+09	9.22005449891273e-01	5.50178041671805e+00	8.35442720145873e-01	4.14225338966418e+00	1.00000000000000e+02	2.40789221502943e+02	-3.97923908650316e+01	1.84822733921736e+02	-1.82915355889005e+03	7.68517007725931e-21	4.08914966305895e+01	8.58037631549452e+01	1.26787036369246e+02	8.68707471866213e-01	
1.11117845301786e+09	7.46139861488144e-01	5.70690356624471e+00	2.77704132510382e+00	5.27461134878074e+00	1.00000000000000e+02	2.29939671869686e+02	-3.75819223250937e+01	1.85365258324122e+02	-1.82915336274521e+03	7.41798051429337e-21	4.04568549643679e+01	8.70326349705578e+01	1.26787232514088e+02	2.67678502046672e-01	
1.11117845302085e+09	3.13082599572331e-01	5.53341844606464e+00	2.61727139318991e+00	2.09558158950615e+00	1.00000000000000e+02	2.25631631782033e+02	-3.82814613721262e+01	1.86622780254335e+02	-1.82915232731116e+03	5.12473001995577e-21	4.02263535246343e+01	8.56098877664887e+01	1.26788267948141e+02	6.87946007319261e-01	
1.11117845301904e+09	3.46155533275584e-01	5.71337416076196e+00	1.94633640919440e+00	4.38598435104444e+00	1.00000000000000e+02	2.35067799572059e+02	-3.99098075925210e+01	1.86826146609000e+02	-1.82915189788512e+03	5.11067995373117e-21	4.11285334978660e+01	8.55214304318697e+01	1.26788697374179e+02	3.58459025887802e-01	
1.11117845301589e+09	9.22841030603542e-01	5.19033543331328e+00	5.95362713899746e-01	3.91607700247608e+00	1.00000000000000e+02	2.38251269786425e+02	-3.98452098836904e+01	1.84161736674268e+02	-1.82915107069396e+03	9.15308822723426e-21	3.92162927492112e+01	8.77038832630491e+01	1.26789524565332e+02	8.35293654646454e-01	
1.11117845301570e+09	3.27400029698348e-01	4.96258943091058e+00	2.46695329014825e+00	2.91879385379312e+00	1.00000000000000e+02	2.32820165907088e+02	-3.97678660592575e+01	1.85815292611155e+02	-1.82914896991630e+03	5.63780385357434e-21	4.06852574335701e+01	8.65059856724018e+01	1.26791625343001e+02	1.04181200564474e+00	
1.11117845301985e+09	2.05921761433683e-01	5.21167701505610e+00	1.85373287304272e+00	1.76034241636172e+00	1.00000000000000e+02	2.22795872217432e+02	-3.96760531942704e+01	1.86434794324149e+02	-1.82914821192579e+03	4.91792668800161e-21	4.03664683798244e+01	8.62364032866484e+01	1.26792383333510e+02	9.96893811088319e-01	
1.11117845301354e+09	1.46299536597108e-01	4.95046410829731e+00	5.76454458462102e-01	4.06068291166820e+00	1.00000000000000e+02	2.29154479901941e+02	-4.02317597652122e+01	1.85777886082710e+02	-1.82914814121238e+03	6.20936642017915e-21	3.98042130185501e+01	8.69936223663681e+01	1.26792454046918e+02	7.73715405817523e-01	
1.11117845301875e+09	1.36339132079137e-01	5.70161775600614e+00	9.79858433123398e-01	3.89637793128534e+00	1.00000000000000e+02	2.33814032835901e+02	-3.94658987220500e+01	1.87144505078953e+02	-1.82914454235058e+03	4.57166506568153e-21	4.07316433939468e+01	8.54325434083948e+01	1.26796052908713e+02	6.01703590664475e-01	
1.11117845301564e+09	3.81210158575289e-02	5.10654503077776e+00	1.16931714593247e+00	4.47943478962559e+00	1.00000000000000e+02	2.28059794315437e+02	-3.78528510249737e+01	1.85797105324134e+02	-1.82914304752533e+03	6.12203456999080e-21	4.03517860702447e+01	8.56732225533135e+01	1.26797547733972e+02	8.10640913857882e-01	
1.11117845301186e+09	2.33503057906865e-01	4.86637546350540e+00	1.41040997392041e-01	8.39965140113586e-01	1.00000000000000e+02	2.38293882902234e+02	-3.62983097038517e+01	1.85574498476934e+02	-1.82914186736310e+03	6.45278010653416e-21	4.14242921143120e+01	8.07805998240486e+01	1.26798727896199e+02	8.22052070760264e-01	
1.11117845301394e+09	3.66147702842074e-01	4.79933316867884e+00	2.29050515716915e+00	5.80727007107860e+00	1.00000000000000e+02	2.24115316431131e+02	-3.74580468155369e+01	1.85617658515243e+02	-1.82914070337942e+03	6.32427878420740e-21	4.00319426544092e+01	8.46905976355567e+01	1.26799891879878e+02	8.55559601777930e-01	
1.11117845301320e+09	6.74259768944858e-01	4.84863783763486e+00	9.43929444251582e-01	4.73489342415275e+00	1.00000000000000e+02	2.40395445748558e+02	-3.95711929054701e+01	1.84568237879587e+02	-1.82913955282942e+03	8.00372079468259e-21	4.12184110698639e+01	8.57856536837675e+01	1.26801042429881e+02	9.40942450912454e-01	
1.11117845302087e+09	9.18683673174600e-01	5.46196523179168e+00	2.77037312571359e+00	2.40637802974083e+00	1.00000000000000e+02	2.24573024311404e+02	-3.80833041493189e+01	1.85203713147064e+02	-1.82913735044845e+03	7.03545830445684e-21	3.79810409633928e+01	8.68195797675153e+01	1.26803244810848e+02	8.44738527050798e-01	
1.11117845301938e+09	2.54001357252209e-03	5.55801379535255e+00	2.10054469836974e+00	1.79992126545561e+00	1.00000000000000e+02	2.28518194750366e+02	-3.88483500777060e+01	1.86644695047416e+02	-1.82913474507600e+03	5.08286114153364e-21	4.08259037007920e+01	8.56485521426923e+01	1.26805850183293e+02	7.01031495949235e-01	
1.11117845301965e+09	1.20888318878011e-01	5.66091322516061e+00	3.56532283918812e-01	6.10436182193930e+00	1.00000000000000e+02	2.26691960901139e+02	-3.99080087605723e+01	1.86477018590788e+02	-1.82913344861436e+03	5.47950570274485e-21	4.01901680646057e+01	8.66688761653368e+01	1.26807146644940e+02	5.09923491035253e-01	
1.11117845301286e+09	5.57097274730856e-03	4.85415463508799e+00	2.47111760583132e+00	6.23657887806724e+00	1.00000000000000e+02	2.40605442905224e+02	-3.93226230850680e+01	1.86101516220829e+02	-1.82912815361501e+03	5.53291978946743e-21	4.10047470110899e+01	8.61151105660534e+01	1.26812441644290e+02	8.97873790324770e-01	
1.11117845302145e+09	3.78709455042748e-02	5.62186533088343e+00	1.05947453763499e+00	3.59224317315977e+00	1.00000000000000e+02	2.25254703155110e+02	-4.01746803566826e+01	1.87111332473725e+02	-1.82912713990785e+03	4.54965645536911e-21	4.05268625418306e+01	8.63073544862905e+01	1.26813455351452e+02	6.72561471106844e-01	
1.11117845301253e+09	4.97286665511673e-01	4.84056362695472e+00	2.01802391950266e+00	6.03297769256404e+00	1.00000000000000e+02	2.34696481285038e+02	-3.88347014158489e+01	1.85640881453603e+02	-1.82912598826869e+03	6.02588983719286e-21	4.06509403874790e+01	8.50357466203815e+01	1.26814606990603e+02	9.84575758520984e-01	
1.11117845301963e+09	3.41126140350071e-01	5.16288077673340e+00	2.90624475300712e+00	2.85635804972063e+00	1.00000000000000e+02	2.26047809545087e+02	-3.99753380631733e+01	1.86236170627410e+02	-1.82912129485412e+03	5.07815120795343e-21	4.16827754571268e+01	8.57280210564422e+01	1.26819300405172e+02	1.04023750731541e+00	
1.11117845302143e+09	1.97697888617855e-01	5.68183774827304e+00	7.44467796465943e-02	2.48175936035048e+00	1.00000000000000e+02	2.29193850913580e+02	-3.93564743357685e+01	1.86998168063023e+02	-1.82912041833351e+03	4.78976530408892e-21	4.00938656129073e+01	8.60070947765975e+01	1.26820176925786e+02	5.39270915723401e-01	
1.11117845301930e+09	1.40388459241966e-01	5.64280145484181e+00	7.54401450537695e-01	2.35924962961481e-01	1.00000000000000e+02	2.26059408104606e+02	-3.91185125774461e+01	1.86685126079829e+02	-1.82911954124898e+03	5.20680647215727e-21	3.92853132104431e+01	8.67745721954957e+01	1.26821054010320e+02	5.02865315494761e-01	
1.11117845301129e+09	2.89221303101666e-02	4.59916537610609e+00	7.45712304799536e-01	4.69381457180015e+00	1.00000000000000e+02	2.30768165383729e+02	-3.72477277357414e+01	1.86014557697860e+02	-1.82911816234349e+03	5.64205869466660e-21	3.99014221694314e+01	8.58439977448338e+01	1.26822432915803e+02	9.04857288764584e-01	
1.11117845301909e+09	8.52068051866325e-01	5.69545825217050e+00	8.29016012606923e-01	3.51849049800584e+00	1.00000000000000e+02	2.35885205811968e+02	-3.96059315430377e+01	1.85238059476364e+02	-1.82911526196446e+03	7.49588349834015e-21	4.10725243778837e+01	8.60508649293068e+01	1.26825333294838e+02	4.83359746524349e-01	
1.11117845301098e+09	6.54271584187413e-01	4.59358480119069e+00	2.64717372919423e+00	4.76469671104804e-01	1.00000000000000e+02	2.40607213786221e+02	-3.98908904607099e+01	1.84980692898703e+02	-1.82911283841477e+03	7.11801785511188e-21	4.05774735156981e+01	8.71239371367084e+01	1.26827756844528e+02	9.80528331141691e-01	
1.11117845301945e+09	6.68298532822241e-02	5.72892389519440e+00	8.00252851155826e-01	3.39466451078164e+00	1.00000000000000e+02	2.33683759517310e+02	-3.98772675102841e+01	1.86714228416399e+02	-1.82910732552659e+03	5.21315883145360e-21	4.21200392691694e+01	8.45172138042288e+01	1.26833269732711e+02	4.35901433558342e-01	
1.11117845301892e+09	1.76219629374553e-01	5.65842102912860e+00	1.67339369703445e+00	4.37936925512045e+00	1.00000000000000e+02	2.35483036792953e+02	-4.01725507293545e+01	1.86969021295118e+02	-1.82910637823118e+03	4.82876846712472e-21	3.99271317574713e+01	8.69782515443725e+01	1.26834217028121e+02	5.33732843627146e-01	
1.11117845301239e+09	4.42576246327808e-01	4.71942100853155e+00	4.48472963769703e-01	1.25680517498378e+00	1.00000000000000e+02	2.31696627101945e+02	-3.94598600149178e+01	1.85462004806697e+02	-1.82910327487736e+03	6.32793589578015e-21	4.17927052813823e+01	8.56634141428551e+01	1.26837320381938e+02	9.73309936058422e-01	
1.11117845301811e+09	4.41575014480312e-01	5.05510903929584e+00	1.81243350877972e+00	1.66160829796706e+00	1.00000000000000e+02	2.19808642276409e+02	-3.92672616752651e+01	1.85358810256575e+02	-1.82909983206338e+03	6.80567742853927e-21	3.95890147674120e+01	8.64655185272172e+01	1.26840763195918e+02	8.24558231181223e-01	
1.11117845302166e+09	8.65915116755702e-01	5.51625830538802e+00	7.89308916910002e-01	2.85728659956708e-01	1.00000000000000e+02	2.24308989908367e+02	-3.86564098108723e+01	1.85440463510973e+02	-1.82909872555588e+03	6.69593721238729e-21	4.01504848415594e+01	8.57541284908481e+01	1.26841869703419e+02	8.08941834150584e-01	
1.11117845302179e+09	3.67761560192999e-01	5.60709257909758e+00	2.58947269019593e+00	5.30891774412166e+00	1.00000000000000e+02	2.25349282991995e+02	-3.94176143650888e+01	1.86703433792757e+02	-1.82909815313432e+03	4.83154928153086e-21	3.92415125392806e+01	8.74562338252651e+01	1.26842442124973e+02	8.47802743752650e-01	
1.11117845302110e+09	7.02489734759762e-01	5.66550095749631e+00	2.59226591136094e+00	5.18629548324298e+00	1.00000000000000e+02	2.32860747095353e+02	-3.69589241585671e+01	1.86055133392539e+02	-1.82909800164146e+03	5.92765431856151e-21	3.80275098078638e+01	8.44806398152895e+01	1.26842593617841e+02	6.69907060880470e-01	
1.11117845301830e+09	6.64725251570454e-01	5.70992857281975e+00	1.98420919794322e+00	4.25333439857078e+00	1.00000000000000e+02	2.28030611587238e+02	-4.03356310931237e+01	1.86181685754449e+02	-1.82909615112819e+03	6.06989191076814e-21	4.06160966616078e+01	8.63104727456147e+01	1.26844444131106e+02	2.09459111368465e-01	
1.11117845301608e+09	3.38402840127684e-02	5.65848649413954e+00	2.31847663804508e+00	1.84879832051506e+00	1.00000000000000e+02	2.39597793962801e+02	-3.88015727656167e+01	1.86525421318723e+02	-1.82909192468954e+03	5.53763038811773e-21	4.16430277825591e+01	8.50762690732724e+01	1.26848670569755e+02	2.99249367936982e-01	
1.11117845301028e+09	7.16094451886438e-01	4.65790127851199e+00	1.58949662710266e+00	2.53344149509488e+00	1.00000000000000e+02	2.40231315203332e+02	-4.01330421636629e+01	1.84927058823377e+02	-1.82909188824269e+03	7.45071670619595e-21	4.05969641754705e+01	8.61304195057579e+01	1.26848707016602e+02	8.85016738152982e-01	
1.11117845301190e+09	6.25279745363711e-01	4.80877117774837e+00	9.52638555950182e-01	1.47795027403992e+00	1.00000000000000e+02	2.26395796393142e+02	-3.99376723750155e+01	1.84847062635721e+02	-1.82908662953570e+03	7.84293861436648e-21	4.00757951257203e+01	8.67793943246102e+01	1.26853965723598e+02	7.70227544510764e-01	
1.11117845301390e+09	6.79434109539935e-01	4.85585455618300e+00	9.76648529541176e-01	1.61294848831139e+00	1.00000000000000e+02	2.32342121377602e+02	-3.99514242793001e+01	1.85446749963070e+02	-1.82908557851327e+03	6.36147342066376e-21	4.11122790288210e+01	8.63476371419781e+01	1.26855016746032e+02	9.69285515797948e-01	
1.11117845301970e+09	6.65009475427611e-01	5.54573351780590e+00	2.66287608481039e+00	5.66310455521751e+00	1.00000000000000e+02	2.33775929165136e+02	-4.03229388623756e+01	1.86082070517415e+02	-1.82908363008437e+03	5.62116236424902e-21	4.13820401032717e+01	8.58633505390447e+01	1.26856965174922e+02	8.61618826877401e-01	
1.11117845302135e+09	4.09101168076951e-02	5.69669703310542e+00	1.75052612207292e+00	3.97910826069458e+00	1.00000000000000e+02	2.23306230683548e+02	-3.95915590508302e+01	1.86897024795059e+02	-1.82908315315869e+03	4.97490280452365e-21	3.97434042640813e+01	8.76605430696795e+01	1.26857442100608e+02	4.45074864431131e-01	
1.11117845300873e+09	7.95787470076687e-01	4.69279932679560e+00	1.16773866468258e+00	5.26445302112452e+00	1.00000000000000e+02	2.38555139644250e+02	-3.93501530815713e+01	1.83933513327812e+02	-1.82908184743972e+03	9.81800846832475e-21	4.06864288303381e+01	8.57131602595425e+01	1.26858747819574e+02	7.85585828918854e-01	
1.11117845301723e+09	6.21540474131540e-01	5.51170148527168e+00	1.17823749426342e+00	4.31066184456440e+00	1.00000000000000e+02	2.40001641306664e+02	-3.93936946777764e+01	1.85644832268082e+02	-1.82907871736512e+03	6.51727273641548e-21	4.08445308199139e+01	8.54627010279535e+01	1.26861877894181e+02	7.07547185973845e-01	
1.11117845301579e+09	2.92913970825689e-01	5.00467832269415e+00	6.35055159555512e-01	1.10953245674918e+00	1.00000000000000e+02	2.30391995497973e+02	-3.76016514256524e+01	1.86165470188097e+02	-1.82907823926422e+03	5.23274179559787e-21	3.91903946459300e+01	8.52290559649799e+01	1.26862355995080e+02	1.01035311927446e+00	
1.11117845300784e+09	9.77302278456147e-01	4.62664717554071e+00	1.87041556002968e+00	5.93405906299654e+00	1.00000000000000e+02	2.38781064050977e+02	-3.96525310895180e+01	1.83412867669314e+02	-1.82907307952701e+03	1.13253789417267e-20	4.17488634066455e+01	8.61129546686132e+01	1.26867515732290e+02	7.32183805363179e-01	
1.11117845302040e+09	2.87441276986866e-01	5.40388213922093e+00	2.16152183111918e+00	5.07613603267854e+00	1.00000000000000e+02	2.24262065884378e+02	-3.94295048802859e+01	1.86654361000318e+02	-1.82907150955335e+03	4.78228548958805e-21	4.13793383489956e+01	8.59911335543622e+01	1.26869085705950e+02	9.21475302724997e-01	
1.11117845301734e+09	4.34097110418462e-02	5.16448463898918e+00	1.93153742267916e+00	2.05473746326200e+00	1.00000000000000e+02	2.25527211888824e+02	-3.87857370145215e+01	1.86326914247498e+02	-1.82907106038548e+03	5.25929733654110e-21	3.99040297282518e+01	8.60663525220870e+01	1.26869534873816e+02	8.79582732637295e-01	
1.11117845302142e+09	1.08879927593153e-01	5.42205293679434e+00	1.69071906493912e+00	4.35695038395692e+00	1.00000000000000e+02	2.22174812582618e+02	-3.78882168240087e+01	1.86647078728311e+02	-1.82907096183963e+03	4.93512225894045e-21	4.09246825398599e+01	8.62514310945799e+01	1.26869633419672e+02	8.22009520061380e-01	
1.11117845301591e+09	2.44070753617470e-01	4.89067554082279e+00	2.21654624811020e+00	5.43681789478641e+00	1.00000000000000e+02	2.26191896361156e+02	-4.00218719134370e+01	1.85407018144765e+02	-1.82906656387464e+03	6.73093341367962e-21	4.00211588739151e+01	8.68483603323307e+01	1.26874031384654e+02	8.20813946611859e-01	
1.11117845301868e+09	6.83634412941578e-01	5.74835644655745e+00	6.05523281849761e-01	3.10978478154211e-01	1.00000000000000e+02	2.33800533129615e+02	-4.04014752740315e+01	1.86196141070366e+02	-1.82906474784388e+03	5.86206708113389e-21	4.22400058686806e+01	8.46897923660888e+01	1.26875847415417e+02	5.29031944570080e-01	
1.11117845302202e+09	3.53547326433172e-01	5.58026873438759e+00	2.65109052220323e+00	5.30193638126771e+00	1.00000000000000e+02	2.24908757469800e+02	-3.74385547965855e+01	1.86764193598938e+02	-1.82906313130470e+03	4.76278752595717e-21	3.82302991635673e+01	8.68241244943434e+01	1.26877463954592e+02	8.44772655539918e-01	
1.11117845302017e+09	4.23263789520976e-01	5.58765756262161e+00	7.70392197106436e-01	3.58462558499698e+00	1.00000000000000e+02	2.29297005009569e+02	-3.98641231049123e+01	1.86171548457603e+02	-1.82906296681118e+03	5.70278385127111e-21	4.17332146796541e+01	8.48660147179037e+01	1.26877628448120e+02	7.15998132073880e-01	
1.11117845301908e+09	1.18557413946056e+00	5.13324573607940e+00	1.92898497708381e+00	1.86317914188100e+00	1.00000000000000e+02	2.26116069331504e+02	-4.02978461181338e+01	1.83596640735443e+02	-1.82905708009296e+03	1.00951594427502e-20	3.99637743987320e+01	8.69197407676070e+01	1.26883515166339e+02	9.71288887046106e-01	
1.11117845301970e+09	4.34634779387357e-01	5.77875882879598e+00	2.75642596028818e+00	2.29101102053302e+00	1.00000000000000e+02	2.33126478224186e+02	-3.94316506029539e+01	1.86841831153253e+02	-1.82905547820111e+03	5.01898051279481e-21	4.05774735156981e+01	8.71239371367084e+01	1.26885117058184e+02	4.84761509069943e-01	
1.11117845301585e+09	6.19503647663660e-01	4.78522622809605e+00	2.17046019768383e+00	2.59391916120997e+00	1.00000000000000e+02	2.26674727272043e+02	-4.01991491810286e+01	1.85010443139380e+02	-1.82905420226214e+03	6.92712761731976e-21	4.22225170012256e+01	8.46406971783418e+01	1.26886392997162e+02	1.03059021309010e+00	
1.11117845301865e+09	1.03307509198433e-01	5.69542401183913e+00	2.03974812699826e-01	5.53029557149093e+00	1.00000000000000e+02	2.30118698404603e+02	-4.01128382536139e+01	1.86484379939314e+02	-1.82905078515500e+03	5.62623001405955e-21	4.09413138208314e+01	8.58696392653011e+01	1.26889810104298e+02	2.13698676053186e-01	
1.11117845301661e+09	7.72709669326930e-01	5.31773957992423e+00	3.02574764429954e-01	5.27267713382348e-01	1.00000000000000e+02	2.33716690703744e+02	-3.98755357850424e+01	1.85382463179888e+02	-1.82904998898701e+03	6.67305602071704e-21	4.06968754730972e+01	8.61404449088408e+01	1.26890606272289e+02	8.73026979226329e-01	
1.11117845301872e+09	9.65476081495481e-01	5.67140030223695e+00	2.39345943760092e+00	2.10651217113137e+00	1.00000000000000e+02	2.38405364099215e+02	-3.99572622137116e+01	1.84885870554262e+02	-1.82904944728369e+03	8.02292999189666e-21	4.00182349657061e+01	8.70767371003425e+01	1.26891147975611e+02	6.14531146742120e-01	
1.11117845301629e+09	7.95646811902835e-01	5.63741280714715e+00	2.85170114819501e+00	5.30501143062681e+00	1.00000000000000e+02	2.29536819557798e+02	-3.97863453389926e+01	1.85199550288811e+02	-1.82904555706669e+03	7.76414897661800e-21	4.04050842877236e+01	8.61382390684906e+01	1.26895038192604e+02	1.96993905991823e-01	
1.11117845302076e+09	6.47002036249829e-01	5.31590703202934e+00	5.64735221879943e-01	3.35211125544422e+00	1.00000000000000e+02	2.24219494105423e+02	-4.02296993075741e+01	1.85546606633606e+02	-1.82904510669720e+03	6.31397507697122e-21	4.04027318753043e+01	8.63780628282593e+01	1.26895488562092e+02	9.18709346396786e-01	
1.11117845302109e+09	3.09584788995549e-02	5.76117924918544e+00	1.79978547647476e+00	9.82035929830803e-01	1.00000000000000e+02	2.26194734744896e+02	-3.89064477866903e+01	1.87157284247097e+02	-1.82904312653311e+03	4.68918066659302e-21	3.99905975584301e+01	8.59892045817625e+01	1.26897468726183e+02	3.91873653633282e-01	
1.11117845301900e+09	1.13212369152672e-01	5.76167646176580e+00	1.74287346020362e+00	1.15543798990707e+00	1.00000000000000e+02	2.27592962322192e+02	-4.04096431100935e+01	1.87176991310666e+02	-1.82904132109472e+03	4.68116514155647e-21	4.06445467841414e+01	8.64551753405977e+01	1.26899274164579e+02	3.59250742869660e-01	
1.11117845302132e+09	4.14601749729964e-01	5.67099188932693e+00	7.87233378438952e-02	5.53004580070671e+00	1.00000000000000e+02	2.26960390752373e+02	-3.97989425628184e+01	1.86587891318154e+02	-1.82904084137373e+03	5.34006181967790e-21	4.03309343842499e+01	8.65688195013134e+01	1.26899753885563e+02	4.95811777381106e-01	
